qid	docid	query	title	TACM	PSCM	THCM	UBM	DBN	POM
q1429	d2889	www . 17zuoye	一起 作业 _ 让 学习 成为 美好 体验	1.0	0.991666440384	0.274414006317	0.932832433228	0.721784813627	1.0
q1429	d2890	www . 17zuoye	17zuoye . com   -   17zuoye .   一起 作业 _ 让 学习 成为 美好 体验	0.982254483891	0.947846549434	0.654962880886	0.489362461293	0.513393787412	1.0
q1429	d2891	www . 17zuoye	www . 17zuoye . com   -   综合 查询   -   去 查网	0.658440988412	0.653740885612	0.272637316562	0.212785060553	0.220036097433	1.0
q1429	d2892	www . 17zuoye	www . 17zuoye . com   -   网站 综合 查询 结果	0.532337228177	0.530457476946	0.401355932203	0.287607351667	0.309457437003	1.0
q1429	d2893	www . 17zuoye	www . 17zuoye . com 的 综合 查询 _ 一起 作业 _ 让 学习 成为 美好 体验 _ 爱 站网	0.224563736384	0.224340602297	0.25	0.093304944286	0.128902858271	0.5
q1429	d2899	www . 17zuoye	www . 17zuoye . com 我 小孩 做 每 一见 事 很慢 、 、 、 、 、 _ 搜狗 问问	0.404560047063	0.404465651928	0.25	0.31421942186	0.237337815656	0.5
q1429	d2895	www . 17zuoye	www , 17zuoye 的 班级 编码 位置 在 哪 _ 百度 知道	0.444897842843	0.444048585345	0.85542997543	0.374516430956	0.231649728845	1.0
q1429	d2896	www . 17zuoye	www . 17zuoye . com 怎么 做作业 _ 搜狗 问问	0.487580145064	0.486481303732	0.250333108391	0.438947687621	0.391685800877	1.0
q1429	d13137	www . 17zuoye	www . 17zuoye . com . cn 网站 可信度 风险 评估 | 备案 信息 查询 | www . 17zuoye . com . cn 网站 漏洞 及 资质 信息 查询 — 网站 可信度 评估	0.258111446657	0.258004591442	0.25	0.213206092837	0.238271721024	0.5
q1429	d13138	www . 17zuoye	www . 17zuoye . com _ 百度 知道	0.265044292547	0.264973888859	0.25	0.230562532186	0.240166220307	0.5
