qid	docid	query	title	TACM	PSCM	THCM	UBM	DBN	POM
q14310	d124274	清明 寄语 大全	清明 纪念 烈士 寄语 大全 _ 百度 文库	0.900053701122	0.899998716002	0.251661774274	0.789904184315	0.442786950301	1.0
q14310	d124270	清明 寄语 大全	清明节 寄语 集锦	0.800719821555	0.799973147218	0.950769230769	0.625576002241	0.193375973965	1.0
q14310	d124275	清明 寄语 大全	清明节 经典 的 寄语 大全	0.800658416999	0.799929271109	0.250599425103	0.724332789335	0.488925238519	1.0
q14310	d124276	清明 寄语 大全	清明 祝福 句 大全 _ 祝福语 大全 _ 三联	0.495191389802	0.495159152323	0.25	0.278534017142	0.154671210744	0.5
q14310	d8398	清明 寄语 大全	清明节 网上 祭 英烈 寄语 大全	0.494615891184	0.494595364467	0.25	0.362597576731	0.160360379073	0.5
q14310	d124277	清明 寄语 大全	2015 清明节 寄语 大全 _ 节日 大全	0.666513491268	0.665864720794	0.84	0.622825269511	0.41168508401	1.0
q14310	d456229	清明 寄语 大全	清明节 祝福语 大全	0.499984278737	0.499984194785	0.25	0.491138372762	0.249480533297	0.5
q14310	d124278	清明 寄语 大全	2015 清明节 祭奠 英烈 寄语 大全 _ 节日 大全	0.494116155885	0.494100709922	0.25	0.412916363148	0.239283974486	0.5
q14310	d124279	清明 寄语 大全	最新 2014 清明 思念 寄语 大全 - 祝福语 - 无忧 考网	0.494011948926	0.493995825427	0.25	0.4363555475	0.24320560835	0.5
q14310	d456230	清明 寄语 大全	2014 清明节 祝福语 大全 _ 祝福语 大全 _ 三联	0.499983023011	0.499983008853	0.25	0.497028194904	0.249809209364	0.5
